StudentID,firstname,Median wage public,Median wage Private
10537,Harrietta,8113,12993
10538,Aaren,8674,14048
10539,Verla,9958,18387
10540,Clarice,11457,20696
10541,Selma,14273,14706
10542,Sue,7494,14539
10543,Angela,12466,15696
10544,Lynea,6758,17198
10545,Jinny,9091,21392
10546,Chloris,14670,16325
10547,Silvana,10307,18504
10548,Addia,7334,15504
10549,Leia,9525,10405
10550,Jessy,14857,16630
10551,Dyann,7956,19555
10552,Kirbee,9062,20905
10553,Frances,7515,17507
10554,Averyl,11852,14644
10555,Damaris,7449,17547
10556,Ana,12102,16958
10557,Elka,12970,14308
10558,Corene,8112,10920
10559,Annora,6856,16502
10560,Fred,10452,20330
10561,Gretal,10909,18678
10562,Phedra,6386,10351
10563,Sharlene,7638,20919
10564,Jessy,12470,19971
10565,Bernardine,13633,13214
10566,Valeda,14461,19768
10567,Lucy,11949,10393
10568,Monika,12146,11393
10569,Jorry,6597,19202
10570,Marjie,12113,20935
10571,Augustine,13640,16799
10572,Maryellen,7153,12191
10573,Tarra,7323,12163
10574,Tami,10383,15052
10575,Magdalena,11200,11444
10576,Lily,10356,11882
10577,Mignon,14440,18200
10578,Britte,7770,13632
10579,Roslyn,11716,11982
10580,Lory,10792,12372
10581,Ana,13119,18666
10582,Bibby,11716,19903
10583,Benita,12589,19303
10584,Nanete,10152,13782
10585,Averyl,12945,19020
10586,Cristine,12698,13475
10587,Robinia,9256,10004
10588,Phedra,9529,17172
10589,Odessa,7103,20254
10590,Latisha,14623,10564
10591,Romona,9243,20274
10592,Micheline,7152,15963
10593,Vere,8141,20449
10594,Clary,8376,19103
10595,Berta,12226,19535
10596,Rubie,13806,10959
10597,Viviene,6308,20980
10598,Ketti,8379,16622
10599,Dorothy,7469,11978
10600,Angela,10277,13653
10601,Sheelagh,8840,19681
10602,Chastity,14420,20348
10603,Dorene,9648,12908
10604,Phylis,8079,13291
10605,Bernie,13335,10842
10606,Bobbi,8503,11434
10607,Jsandye,8296,16092
10608,Malina,7264,17463
10609,Bertine,11937,20065
10610,Jeanna,9960,18006
10611,Codie,6206,10116
10612,Heida,6188,21866
10613,Delilah,10653,11702
10614,Alexine,13765,11174
10615,Penelopa,13587,19652
10616,Lory,6715,19862
10617,Alejandra,10564,11930
10618,Giustina,13358,15490
10619,Candy,6005,19648
10620,Florencia,9200,11542
10621,Felice,11850,20491
10622,Goldie,12513,12072
10623,Yolane,8032,19776
10624,Gerianna,9708,20946
10625,Wendi,10332,13121
10626,Catrina,12306,16545
10627,Ginnie,6288,14749
10628,Arlina,12622,12169
10629,Shel,6002,21977
10630,Fayre,7292,12302
10631,Lila,12234,10802
10632,Corry,13488,16071
10633,Gabi,8643,14489
10634,Marjie,12451,19185
10635,Adelle,8682,12948
10636,Kamilah,10731,21587
10637,Nikki,10882,15899
10638,Deirdre,6156,21146
10639,Glenda,8903,12826
10640,Perry,14691,20216
10641,Raina,14815,18525
10642,Cristabel,12708,14789
10643,Rhea,6687,18163
10644,Marcelline,12748,15991
10645,Stephanie,10929,16925
10646,Penelopa,13640,11279
10647,Nita,13380,17988
10648,Annaliese,8810,21595
10649,Jacenta,13586,20579
10650,Laurene,11449,13152
10651,Helena,9290,16825
10652,Marleah,8340,13422
10653,Shirlee,13969,21412
10654,Steffane,10931,11828
10655,Amii,11065,15897
10656,Meriel,13566,15355
10657,Sonni,12445,14413
10658,Adore,14639,19908
10659,Deedee,13210,12013
10660,Merry,7301,19925
10661,Heida,13100,18422
10662,Lynde,13303,12140
10663,Yetty,6865,14694
10664,Isa,11191,19249
10665,Mahalia,10711,10598
10666,Britni,14157,10746
10667,Regina,12196,10551
10668,Orelia,12098,17751
10669,Melanie,13704,10899
10670,Rosanne,6755,21020
10671,Consuela,12273,17009
10672,Barbara,7116,13952
10673,Lenna,7374,12695
10674,Mellicent,7031,15867
10675,Georgetta,13397,12373
10676,Constance,13063,17845
10677,Trudie,8390,21294
10678,Modestia,7448,21007
10679,Brietta,9276,11800
10680,Felice,10243,15010
10681,Reeba,10587,13172
10682,Chloris,8768,11986
10683,Gaylene,9753,15690
10684,Di,10455,21498
10685,Desirae,6788,17031
10686,Heddie,8358,10240
10687,Ezmeralda,9908,10034
10688,Randa,9888,15080
10689,Blondelle,6038,17376
10690,Consuela,11865,11128
10691,Pamella,6893,12104
10692,Doralynne,14089,17908
10693,Willetta,8866,11199
10694,Dania,7704,10071
10695,Blinni,12245,15019
10696,Joleen,9780,19220
10697,Darci,7545,13620
10698,Evaleen,12903,10503
10699,Marti,6941,10962
10700,Jan,12939,15569
10701,Nita,6339,16619
10702,Halette,6458,15211
10703,Marline,14524,10217
10704,Mahalia,6512,16620
10705,Modestia,14856,13011
10706,Monika,7588,20890
10707,Albertina,10493,10686
10708,Kathi,12997,14579
10709,Louella,14670,15228
10710,Wilma,7516,17823
10711,Marnia,8753,12210
10712,Thalia,7784,10060
10713,Zsa Zsa,10598,10055
10714,Larine,7734,16835
10715,Coral,7140,14906
10716,Penelopa,10378,10105
10717,Celisse,9865,17733
10718,Dotty,7941,15557
10719,Queenie,6270,14937
10720,Paule,10862,18247
10721,Brena,9615,21244
10722,Margarette,14689,10836
10723,Jessy,9934,14539
10724,Sherrie,11115,11432
10725,Jsandye,8686,21721
10726,Elena,9246,15637
10727,Daphne,9093,18164
10728,Shaine,9363,18388
10729,Gianina,13044,12149
10730,Selma,13459,17620
10731,Jillayne,14035,19849
10732,Maurene,11482,12065
10733,Shandie,12671,13033
10734,Berta,8222,19661
10735,Elmira,9680,15782
10736,Felice,6184,17460
10737,Courtnay,7155,13770
10738,Courtnay,11594,10826
10739,Aubrie,7217,18753
10740,Blondelle,8557,13324
10741,Renae,10171,19159
10742,Ofilia,13944,15474
10743,Robinia,6331,17295
10744,Shauna,6991,17504
10745,Randa,8554,17961
10746,Nadine,9633,19656
10747,Heida,10403,16859
10748,Antonietta,12889,18092
10749,Darlleen,12673,16766
10750,Jillayne,13983,18238
10751,Zondra,9223,19259
10752,Barbara,14567,17739
10753,Harmonia,13751,14433
10754,Rani,6587,16287
10755,Lisette,7076,14500
10756,Michaelina,14106,10662
10757,Jeanna,7803,16760
10758,Lelah,10841,10649
10759,Madalyn,10050,11756
10760,Babita,8541,20007
10761,Mallory,12309,15042
10762,Loree,8893,10879
10763,Gwyneth,9519,13548
10764,Lilith,11426,13220
10765,Bee,11447,17089
10766,Jackie,6125,21506
10767,Lindie,10375,10024
10768,Berget,10418,18044
10769,Brianna,11162,19505
10770,Charissa,8564,15977
10771,Sam,10375,16311
10772,Hayley,9471,14754
10773,Bernardine,7673,20768
10774,Robinia,7330,16403
10775,Nananne,14790,18476
10776,Deirdre,14436,11753
10777,Drucie,8708,13019
10778,Zondra,13816,10096
10779,Christian,7542,21565
10780,Nickie,14172,14577
10781,Louella,12576,20315
10782,Kittie,9293,15664
10783,Sam,9024,17956
10784,Renie,13089,18718
10785,Leona,8420,11805
10786,Peri,7608,19160
10787,Perry,8109,10318
10788,Jean,13857,20365
10789,Edith,13880,17065
10790,Gratia,6091,18652
10791,Jillayne,13980,11357
10792,Netty,12037,19925
10793,Lorne,10294,13361
10794,Ethel,10741,21171
10795,Zia,14602,20126
10796,Madalyn,6624,20014
10797,Amara,9010,17520
10798,Viviene,7182,21785
10799,Sue,11078,12468
10800,Elyssa,8797,12475
10801,Gretal,14970,18099
10802,Constance,11234,21093
10803,Nicoli,12739,15100
10804,Arlena,7286,18786
10805,Lolita,13831,17860
10806,Albertina,8178,10459
10807,Alex,9324,19247
10808,June,14469,19122
10809,Alexine,14133,18707
10810,Mady,10977,15306
10811,Kittie,14832,20226
10812,Drucie,14502,10158
10813,Alleen,9811,21072
10814,Ada,11612,11490
10815,Lisette,11824,18092
10816,Cristine,11195,13379
10817,Kayla,9405,13949
10818,Beth,11585,18926
10819,Gaylene,13609,13043
10820,Carly,11543,19819
10821,Jasmina,12875,21467
10822,Dyann,14804,10485
10823,Maurene,11906,19707
10824,Sean,12984,19873
10825,Kelly,7480,12838
10826,Candy,10822,13956
10827,Cassondra,13865,19492
10828,Karena,6830,15791
10829,Kimberley,9544,10967
10830,Britni,8705,16166
10831,Kaia,8008,12669
10832,Roseline,11015,17496
10833,Jere,8523,17248
10834,Carol-Jean,7955,19637
10835,Dorothy,7727,11294
10836,Ann-Marie,10919,13520
10837,Desirae,12259,14780
10838,Farrah,6367,19931
10839,Jean,7688,19270
10840,Fidelia,14523,11539
10841,Roberta,7504,12785
10842,Olivette,6379,13866
10843,Mahalia,10602,17813
10844,Fawne,11946,16075
10845,Barbi,8505,17262
10846,Melina,6872,16898
10847,Malina,7726,14596
10848,Elvira,9222,14408
10849,Lorie,9679,13570
10850,Helena,14424,10743
10851,Ermengarde,13246,14440
10852,Mureil,6899,19730
10853,Keelia,14498,17836
10854,Nita,13890,15569
10855,Cassondra,7399,14015
10856,Tobe,7888,13679
10857,Antonietta,14817,16501
10858,Arlina,9419,14913
10859,Lindie,12979,18145
10860,Flory,9467,17151
10861,Noelle,6328,17104
10862,Vivia,7181,13240
10863,Larine,7419,12274
10864,Alia,11580,15471
10865,Wynne,6596,11022
10866,Rayna,14818,15733
10867,Michaelina,7869,15212
10868,Alyda,13532,17529
10869,Romona,14185,10102
10870,Devina,14212,16786
10871,Teriann,9460,19995
10872,Gale,8315,18389
10873,Hope,9138,11076
10874,Linet,12229,17827
10875,Charmaine,9751,20230
10876,Pearline,10327,15852
10877,Kathy,7639,10092
10878,Henriette,12763,18569
10879,Kalina,9614,13361
10880,Ekaterina,8644,17515
10881,Moyna,8969,12859
10882,Anallese,8348,14895
10883,Pollyanna,7895,10862
10884,Eve,11684,21578
10885,Sheree,7390,10824
10886,Hayley,13999,20959
10887,Ira,11232,21868
10888,Katleen,9817,21301
10889,Libbie,11381,17243
10890,Bertine,7598,10730
10891,Annecorinne,9963,12854
10892,Suzette,6550,21405
10893,Randa,10459,18653
10894,Leona,12356,14725
10895,Elena,11934,18616
10896,Latisha,11265,19923
10897,Edith,9326,15173
10898,Pierette,7509,13111
10899,Johna,9585,20094
10900,Katuscha,6446,10112
10901,Consuela,13850,15091
10902,Rozele,12236,19024
10903,Georgetta,7946,15775
10904,Madeleine,13883,13088
10905,Margalo,8622,11870
10906,Tonia,6932,15393
10907,Adelle,12226,19799
10908,Hermione,13842,13147
10909,Rosene,7865,11423
10910,Madalyn,6402,17955
10911,Mureil,12881,16212
10912,Lanna,12919,13593
10913,Netty,14697,17356
10914,Merrie,7971,19610
10915,Madeleine,7966,12159
10916,Mureil,10937,15230
10917,Konstance,7335,12928
10918,Siana,10046,10561
10919,Jaime,14799,15484
10920,Kaja,8281,12091
10921,Di,6469,19343
10922,Arlena,6756,16964
10923,Agnese,6796,14849
10924,Angelique,14361,12249
10925,Sharai,12853,11332
10926,Kittie,14952,17985
10927,Norine,9288,10992
10928,Mureil,6952,14621
10929,Allyce,14850,10751
10930,Aigneis,12693,19503
10931,Angelique,9723,12227
10932,Meg,7395,16798
10933,Carmencita,8992,12555
10934,Marylou,13299,15479
10935,Gwyneth,9519,10188
10936,Chloris,14339,18554
10937,Chrystel,14364,16214
10938,Edyth,10215,18089
10939,Marika,7341,12683
10940,Bobbi,11964,15375
10941,Deloria,9763,10797
10942,Lesly,7139,14508
10943,Calla,6353,17484
10944,Cristine,14783,17700
10945,Lorne,10903,20518
10946,Tobe,8339,21294
10947,Sharai,12585,15176
10948,Ronna,9862,17664
10949,Calla,8473,17687
10950,Gwenneth,14422,17942
10951,Elena,10249,16322
10952,Nonnah,7139,14624
10953,Cherilyn,13300,16104
10954,Gilda,11662,13472
10955,Diena,13955,11275
10956,Valeda,6409,12218
10957,Shirlee,14689,12044
10958,Elka,10244,14695
10959,Rochette,10726,16636
10960,Willetta,13943,15124
10961,Pollyanna,9880,15257
10962,Carol-Jean,13253,10977
10963,Maud,10712,13461
10964,Christian,12580,21163
10965,Caritta,8146,12539
10966,Kamilah,10658,15709
10967,Nannie,7498,14551
10968,Charlena,13376,13724
10969,Dulce,14018,17751
10970,Merry,8846,19324
10971,Millie,7559,15467
10972,Bill,14925,17147
10973,Vonny,8103,19084
10974,Kial,6510,11450
10975,Celisse,7921,17004
10976,Veda,11875,12289
10977,Noelle,13225,18906
10978,Dolli,8437,15172
10979,Camile,13794,19532
10980,Netty,11928,13944
10981,Starla,12250,11550
10982,Jean,7906,21664
10983,Cam,10173,13483
10984,Ashlee,11038,16329
10985,Cassandra,9388,11029
10986,Mary,6959,19419
10987,Joane,13109,20199
10988,Genevra,10431,11115
10989,Nannie,11262,13265
10990,Beatriz,8565,15994
10991,Blake,7438,21696
10992,Wynne,8288,11339
10993,Rayna,14676,13892
10994,Olwen,14950,21255
10995,Emilia,10786,19643
10996,Morganica,10249,11557
10997,Roberta,12693,11114
10998,Karena,12928,10661
10999,Valeda,11947,11039
11000,Lorne,11239,14640
11001,Fanchon,10333,15718
11002,Florie,11198,10859
11003,Arabel,9561,10360
11004,Penelopa,13072,16755
11005,Donetta,9296,12893
11006,Silvana,10610,13151
11007,Romona,10874,10711
11008,Britte,14307,15115
11009,Hannis,13545,14796
11010,Harrietta,13604,11752
11011,Vivia,8227,13259
11012,Phylis,10998,10986
11013,Fina,7232,17657
11014,Doro,10815,16516
11015,Gerianna,10981,15712
11016,Jorry,14791,20389
11017,Sybille,8375,18450
11018,Shell,13553,14825
11019,Melodie,10498,20768
11020,Anthia,11507,11188
11021,Trixi,11216,12965
11022,Modestia,7998,17915
11023,Rosene,6552,12443
11024,Dagmar,11783,16661
11025,Ingrid,7995,17249
11026,Brianna,14278,13807
11027,Valera,6644,12415
11028,Pollyanna,7911,16585
11029,Marti,8438,16646
11030,Roslyn,6033,18742
11031,Ana,6038,12625
11032,Shauna,7633,10503
11033,Margalo,8272,21410
11034,Belinda,8742,20493
11035,Winny,14442,12172
11036,Ursulina,12318,20207
11037,Shauna,10900,11670
11038,Merrie,6674,19919
11039,Basia,6587,21515
11040,Allis,11592,12132
11041,Agathe,13174,20069
11042,Correy,13612,14099
11043,Flo,9287,18182
11044,Barbi,6811,11829
11045,Margalo,6775,15081
11046,Libbie,9827,16307
11047,Layla,6336,19290
11048,Abbie,7541,16433
11049,Jordan,8561,18054
11050,Winifred,12926,14124
11051,Blondelle,10151,10898
11052,Linzy,12999,18174
11053,Christian,6394,13899
11054,Chloris,9165,17591
11055,Giustina,6425,20354
11056,Ottilie,6207,12350
11057,Viviene,10939,20004
11058,Patricia,14543,10008
11059,Paule,11264,12593
11060,Penelopa,12207,16892
11061,Raf,11894,16298
11062,Roxane,13518,14191
11063,Doralynne,11004,16230
11064,Clary,8190,18830
11065,Melina,8547,10741
11066,Rochette,14799,19055
11067,Marita,7250,20557
11068,Doralynne,7208,11094
11069,Darci,9575,17641
11070,Shaine,10990,18322
11071,Corene,13659,15537
11072,Audrie,10272,20059
11073,Renie,8890,19397
11074,Desirae,14381,12442
11075,Sashenka,8825,15001
11076,Emelina,14501,10982
11077,Dania,10404,20581
11078,Sarette,13244,16649
11079,Vere,12916,18257
11080,Corene,11494,12127
11081,Merrie,10734,16131
11082,Kalina,10630,14845
11083,Raquela,11587,12313
11084,Jorry,10186,17177
11085,Jordan,7421,19208
11086,Jinny,11235,18774
11087,Dede,8890,13709
11088,Dianemarie,14629,21877
11089,Imojean,10886,20437
11090,Ileana,14603,14354
11091,Damaris,12156,13083
11092,Wileen,8149,13192
11093,Dale,12431,18055
11094,Kirbee,8061,21467
11095,Shel,12867,18177
11096,Carly,9882,12736
11097,Kittie,11054,16295
11098,Jobi,12589,19149
11099,Marnia,8382,17081
11100,Calla,11226,15884
11101,Sibella,14298,13706
11102,Gilda,14250,15480
11103,Merle,7690,17466
11104,Alex,13815,13645
11105,Wynne,11369,10652
11106,Angelique,11904,14798
11107,Odessa,10986,10399
11108,Larine,8429,19082
11109,Beverley,6536,10565
11110,Inga,6438,13908
11111,Marinna,14431,20080
11112,Liana,8989,16184
11113,Allis,12270,16676
11114,Chere,6158,10580
11115,Halette,13580,15753
11116,Cathyleen,14695,17655
11117,Claudina,9409,16048
11118,Caritta,9890,13726
11119,Cyndie,11320,16640
11120,Amalie,14760,12456
11121,Bobinette,14794,18784
11122,Winifred,11315,17159
11123,Jackie,6676,19848
11124,Starla,13625,10394
11125,Roberta,13195,20510
11126,Max,9773,21046
11127,Sonni,6527,14870
11128,Patricia,9590,19034
11129,Heida,12560,13519
11130,Joceline,6776,10182
11131,Johna,6349,15772
11132,Molli,9218,13933
11133,Atlanta,12990,14122
11134,Rori,6696,17183
11135,Henriette,14438,20826
11136,Flory,13035,11416
11137,Bobbi,7653,19474
11138,Larine,8939,20037
11139,Sue,9051,13210
11140,Clary,13277,16223
11141,Dacia,9221,10996
11142,Hollie,11814,19404
11143,Nikki,9806,19562
11144,Taffy,11934,20165
11145,Inga,7804,12512
11146,Frieda,6800,18699
11147,Jobi,7498,19782
11148,Gianina,6254,20374
11149,Modestia,8562,11903
11150,Elka,12768,11948
11151,Averyl,10587,21759
11152,Gusty,12086,12293
11153,Caressa,12469,14973
11154,Delilah,13482,17484
11155,Tierney,13414,18053
11156,Ada,7072,16179
11157,Kamilah,14589,16126
11158,Blake,8570,20416
11159,Mara,7619,16477
11160,Dorene,14856,15062
11161,Harmonia,9198,11230
11162,Kenna,13102,19572
11163,Tori,14935,21844
11164,Cathie,6189,18054
11165,Misha,6293,21720
11166,Alleen,14972,10074
11167,Rosanne,6386,21107
11168,Esmeralda,6033,19629
11169,Ilse,6197,10689
11170,Meghann,12537,17513
11171,Dyann,14623,17825
11172,Basia,14527,21655
11173,Misha,6866,15170
11174,Mireielle,8437,19797
11175,Juliane,8429,17732
11176,Cecile,7192,16908
11177,Fanchon,11076,19295
11178,Glenda,11408,16765
11179,Krystle,6417,13439
11180,Rori,9570,18547
11181,Sidoney,11250,11851
11182,Charissa,7286,20523
11183,Letizia,11398,18086
11184,Margalo,12834,16188
11185,Dawn,7915,17283
11186,Siana,8924,12992
11187,Rivalee,9396,10340
11188,Dacia,14133,17979
11189,Minda,12302,18687
11190,Elie,14836,18534
11191,Gavrielle,10122,12496
11192,Sheree,10120,18432
11193,Tracey,12226,10443
11194,Trudie,13028,20293
11195,Adriana,14564,20950
11196,Merrie,14936,16650
11197,Lorie,6426,17508
11198,Dawn,13511,18327
11199,Leontine,12313,12077
11200,Ottilie,13741,20269
11201,Asia,11766,21671
11202,Aili,7973,11967
11203,Ekaterina,14214,12421
11204,Claudina,14980,17275
11205,Kerrin,13894,17518
11206,Rosabelle,9678,15356
11207,Jaclyn,7749,16906
11208,Corly,11009,18647
11209,Nariko,8241,10242
11210,Shell,10212,19152
11211,Karena,8651,13121
11212,Ezmeralda,8003,10676
11213,Jsandye,12841,20890
11214,Jaime,12676,10428
11215,Ilse,14586,19435
11216,Ezmeralda,8464,12928
11217,Allis,10793,16613
11218,Ulrike,8831,18805
11219,Rubie,7079,10171
11220,Heddie,13303,19759
11221,Ashlee,13092,15161
11222,Anthia,10581,18100
11223,Rivalee,6847,12390
11224,Nonnah,13500,20500
11225,Jaime,9961,21242
11226,Tiffie,13688,11084
11227,Gertrud,11473,19844
11228,Shaylyn,11504,14577
11229,Gretal,7130,14668
11230,Gale,9268,13378
11231,Cathyleen,10163,12238
11232,Kathy,14435,15188
11233,Esmeralda,10861,15945
11234,Elora,6836,19901
11235,Kristina,7077,12831
11236,Monika,14670,10247
11237,Genevra,13293,17971
11238,Gratia,12872,16903
11239,Lacie,6458,16041
11240,Sheree,12520,19812
11241,Carmencita,7284,21324
11242,Dennie,11003,19564
11243,Johna,11532,20774
11244,Vere,14320,16426
11245,Doralynne,11658,16101
11246,Melodie,12964,20573
11247,Grier,11856,10133
11248,Corina,9431,21626
11249,Helena,11773,19487
11250,Katleen,13360,21055
11251,Elise,14822,14516
11252,Keelia,7420,13400
11253,Sabina,10987,15229
11254,Minne,12844,10002
11255,Tierney,11472,15866
11256,Hayley,6624,15930
11257,Natka,14734,18711
11258,Barbara,14073,19818
11259,Rosanne,10527,15826
11260,Carmela,13981,17399
11261,Dorothy,12356,20899
11262,Gaylene,10372,14362
11263,Atlanta,8687,21806
11264,Esmeralda,10515,21761
11265,Zondra,6276,17924
11266,Tabbatha,8748,12027
11267,Jackie,14324,21677
11268,Fidelia,8242,18785
11269,Elsie,13199,18240
11270,Cherrita,9538,21598
11271,Fanny,11637,16626
11272,Ricky,8097,17131
11273,Henriette,11582,14777
11274,Andeee,6946,18792
11275,Grier,8920,16898
11276,Chandra,12456,17589
11277,Carly,11408,20636
11278,Ericka,14084,14578
11279,Sabina,11645,21614
11280,Aryn,7510,10343
11281,Ginnie,13730,11917
11282,Jennica,12310,15647
11283,Tina,14376,10935
11284,Kellen,9659,20536
11285,Blake,8787,10899
11286,Delilah,14694,12211
11287,Camile,13795,14466
11288,Dari,10676,19444
11289,Netty,12025,19705
11290,Merci,12328,19321
11291,Violet,8722,10348
11292,Helena,14177,12038
11293,Dagmar,7396,21843
11294,Danny,9684,10840
11295,Jeanna,6959,16066
11296,Raina,6184,20650
11297,Anallese,14022,17501
11298,Camile,10062,18365
11299,Joane,9974,18429
11300,Frank,14587,15670
11301,Fernande,12230,11861
11302,Anthia,12977,10064
11303,Tori,13123,12115
11304,Marnia,8200,20335
11305,Kerrin,7359,18983
11306,Blinni,6184,10490
11307,Sashenka,10512,19830
11308,Jessy,10332,21595
11309,Renae,12705,15378
11310,Max,14865,11946
11311,Morganica,13030,15421
11312,Annecorinne,11884,15360
11313,Millie,12703,15522
11314,Fidelia,13735,17705
11315,Dorthy,11511,15153
11316,Dacia,8632,18451
11317,Carmela,9417,18217
11318,Maye,10819,16574
11319,Jemie,11997,11619
11320,Annecorinne,12512,19917
11321,Nyssa,6714,18380
11322,Letizia,13036,20430
11323,Dianemarie,6527,16266
11324,Janenna,6660,21504
11325,Susan,11932,21424
11326,Tomasina,9347,21718
11327,Quintina,6491,17757
11328,Frank,13810,16226
11329,Isa,8928,10840
11330,Chastity,8602,20436
11331,Sadie,14909,16958
11332,Mildrid,9691,19233
11333,Selma,6579,20030
11334,Beverley,12446,12719
11335,Teriann,10645,12107
11336,Ardeen,11599,12413
11337,Shannah,9416,19729
11338,Orsola,9094,19643
11339,Keelia,14438,17387
11340,Louella,6743,15878
11341,Donetta,12299,17526
11342,Mellicent,9258,11257
11343,Alejandra,12277,20415
11344,Consuela,14954,21349
11345,Dorene,12023,20792
11346,Ernesta,6838,12102
11347,Rori,8310,17002
11348,Jaime,13902,12880
11349,Lucy,10340,14809
11350,Joleen,7459,12611
11351,Linet,14195,17872
11352,Ketti,14451,15963
11353,Di,7089,20217
11354,Gretal,12588,11056
11355,Tilly,7140,11181
11356,Natka,9404,21934
11357,Jemie,9333,21897
11358,Annecorinne,13221,15010
11359,Teriann,12238,16112
11360,Nonnah,6175,12847
11361,Wilma,10605,21818
11362,Joelly,9016,21005
11363,Micheline,13212,18901
11364,Ardeen,7181,14556
11365,Sissy,13088,11374
11366,Katuscha,11244,16601
11367,Shannah,9346,17492
11368,Leanna,14575,15044
11369,Merry,11016,13511
11370,Rubie,11852,20782
11371,Babita,10555,19041
11372,Bee,14084,18211
11373,Sandie,14863,18898
11374,Cordi,7157,13361
11375,Kore,14632,18070
11376,Hyacinthe,8123,19766
11377,Beverley,14671,12408
11378,Monika,8015,12408
11379,Ivett,6148,19486
11380,Robinia,6431,13372
11381,Lanna,12213,14042
11382,Melanie,13108,14364
11383,Edith,7765,14829
11384,Bernie,9727,11678
11385,Deloria,10412,14989
11386,Bobbi,6192,12536
11387,Nessie,8760,10823
11388,Tiffie,8014,15063
11389,Halette,13220,16032
11390,Frieda,9670,13727
11391,Marcelline,11205,12426
11392,Tina,7451,15272
11393,Frances,13993,20137
11394,Cordi,14292,10381
11395,Romona,6898,14847
11396,Bobinette,10193,14452
11397,Queenie,9356,20485
11398,Amara,6785,18297
11399,Kalina,12751,11922
11400,Trudie,12676,18676
11401,Pearline,8529,11491
11402,Elfreda,6520,20619
11403,Lacie,9844,16579
11404,Doro,13204,20216
11405,Kimmy,9740,21809
11406,Linzy,13296,17098
11407,Kellen,14114,17876
11408,Adriana,12812,14605
11409,Heida,11811,10761
11410,Audrie,9465,10158
11411,Oralee,12793,16246
11412,Chandra,14085,15671
11413,Alyssa,9556,14387
11414,Nyssa,11809,12651
11415,Ezmeralda,14016,12911
11416,Dotty,14647,12048
11417,Binny,12380,18904
11418,Wanda,11418,10579
11419,Jessy,13879,10302
11420,Susette,12024,13990
11421,Coral,9490,14763
11422,Alleen,11700,17730
11423,Cam,6604,12221
11424,Norine,13202,11095
11425,Bibby,6416,11442
11426,Asia,6570,20737
11427,Raina,6927,11446
11428,Barbara,13725,12342
11429,Mureil,11463,12114
11430,Aryn,14217,17779
11431,Mara,10073,11671
11432,Jenda,12272,21941
11433,Blake,8993,12375
11434,Lanae,6643,21196
11435,Dode,12949,17669
11436,Kenna,12571,16306
11437,Sibella,10420,21678
11438,Melanie,13187,15820
11439,Emylee,14950,13236
11440,Monika,8303,15164
11441,Nelle,7674,21270
11442,Romona,7537,12546
11443,Lorne,8851,11570
11444,Jaclyn,12188,19332
11445,Robinia,13899,12855
11446,Wendi,8077,14224
11447,Roz,10343,10390
11448,Ellette,7313,20138
11449,Jackie,8864,14457
11450,Layla,12465,16762
11451,Ulrike,13425,10136
11452,Clementine,7856,14532
11453,Janeczka,7652,14958
11454,Rhoda,12788,21660
11455,Doro,11694,19083
11456,Beatriz,11374,20478
11457,Deane,11686,12432
11458,Valeda,7408,12188
11459,Lily,10525,13083
11460,Inga,6002,17669
11461,Sissy,13180,16581
11462,Brandise,11413,21798
11463,Lusa,6994,10982
11464,Maud,7523,21972
11465,Korrie,10156,21546
11466,Therine,8851,19448
11467,Cecile,14165,16781
11468,Chloris,14583,18330
11469,Caressa,9143,15948
11470,Sallie,6783,10517
11471,Alyda,13128,15021
11472,Anica,7756,17892
11473,Nollie,13283,14874
11474,Corry,9450,10557
11475,Bertine,10117,11428
11476,Cyndie,7470,19041
11477,Georgetta,13988,15106
11478,Chrystel,13405,12662
11479,Sindee,14176,18446
11480,Nikki,9322,17322
11481,Linet,6888,11479
11482,Eve,9172,13046
11483,Marti,12201,10022
11484,Rozele,9013,11035
11485,Dolli,6795,19357
11486,Georgetta,6866,12955
11487,Netty,10117,16290
11488,Zondra,7870,17544
11489,Chloris,12594,14627
11490,Kalina,13151,20894
11491,Sara-Ann,11236,17196
11492,Bernie,10283,12550
11493,Elfreda,8601,18293
11494,Corene,14124,19420
11495,Blake,11253,13153
11496,Cathie,8719,14042
11497,Beth,6055,13682
11498,Mamie,14105,13358
11499,Adele,12278,11048
11500,Liana,6101,14659
11501,Elora,6860,15533
11502,Robinia,10762,19748
11503,Vanessa,11345,14807
11504,Glynnis,13477,14401
11505,Jere,10977,19292
11506,Phylis,12107,21399
11507,Sindee,14224,18371
11508,Dorothy,12263,12696
11509,Gisela,8422,12625
11510,Blinni,8819,13415
11511,Hallie,9978,14460
11512,Nickie,11375,19497
11513,Robinia,14489,16414
11514,Fanchon,13585,10613
11515,Violet,12166,17459
11516,Margarette,11617,17076
11517,Jaime,10291,11001
11518,Joceline,7885,12864
11519,Charmaine,6656,18106
11520,Jenda,8211,10628
11521,Sharlene,10247,14501
11522,Gwenneth,14045,17481
11523,Marylou,7738,17123
11524,Cherilyn,11232,19866
11525,Evaleen,6140,18206
11526,Maurene,9284,11356
11527,Robbi,6598,20387
11528,Mathilda,14894,16423
11529,Kaja,11070,17829
11530,Gerrie,13477,13130
11531,Laure,13262,15797
11532,Gisela,9144,11272
11533,Olwen,14808,17645
11534,Gusella,8617,17623
11535,Kristan,8118,15633
11536,Millie,7491,13841
11537,Maye,8548,11673
11538,Nananne,7369,15090
